OverallQual,YearBuilt,YearRemodAdd,GarageArea,1stFlrSF,TotalBsmtSF,GrLivArea,GarageCars,Fireplaces,TotRmsAbvGrd,FullBath,MSZoning,GarageType,Neighborhood,Condition1,Condition2,ExterQual,BsmtQual,KitchenQual,GarageQual,GarageFinish,SaleType,SaleCondition,FireplaceQu,RoofMatl,Exterior1st,Exterior2nd,Foundation,MiscFeature,PoolQC,Electrical,HeatingQC,Heating,BsmtExposure,BsmtCond,ExterCond,BsmtFinType1,BsmtFinType2,SalePrice
6,1997,1998,508,1493,1478,1493,2,1,7,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,208900
9,2006,2006,694,2069,2153,2643,3,1,9,2,RL,BuiltIn,NridgHt,Norm,Norm,Ex,Gd,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,380000
8,2007,2008,826,1718,1705,1718,3,1,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Ex,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,297000
4,1937,2000,672,1131,907,1131,2,0,7,1,RM,Detchd,OldTown,Norm,Norm,TA,Fa,TA,TA,Unf,WD,Alloca,Unknown,CompShg,Stucco,Stucco,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,89471
9,2004,2005,772,1850,1833,1850,3,1,8,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,326000
9,2003,2004,874,1792,1792,1792,3,1,6,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,374000
7,1915,2005,164,916,910,1826,1,1,7,1,RM,Attchd,OldTown,Norm,Norm,Gd,TA,Ex,Fa,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,155000
6,1998,1998,402,1216,1216,1216,2,0,5,2,RM,Attchd,Mitchel,Norm,Norm,TA,Ex,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,164000
5,1962,2001,264,999,999,999,1,0,6,1,RL,Detchd,Sawyer,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,ALQ,Unf,132500
5,1950,2007,264,1113,1113,1113,1,1,5,1,RL,Attchd,NAmes,Norm,Norm,Gd,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,ALQ,Unf,147000
5,1965,1965,515,1073,1073,1073,2,0,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,156000
5,1971,1971,487,1484,1484,1484,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,TA,ALQ,Unf,175000
5,1900,1970,520,1766,954,2414,2,1,10,2,RL,Attchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,ConLD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,Fa,Fa,BLQ,Unf,160000
4,1970,2002,286,630,630,630,1,0,3,1,RM,Attchd,MeadowV,Norm,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,Gd,GLQ,Unf,86000
5,1976,1976,336,616,264,1304,1,1,4,1,RM,BuiltIn,MeadowV,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,Gd,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,Unf,Unf,115000
6,1941,1950,240,958,806,1578,1,2,5,1,RL,Attchd,NAmes,Artery,Norm,TA,TA,Fa,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,BLQ,Rec,133000
6,2006,2006,429,728,728,1456,2,0,8,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,TA,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,172785
5,1960,1960,308,1269,1269,1269,1,1,6,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Fa,CompShg,BrkFace,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,BLQ,LwQ,155000
5,1938,1996,273,886,190,886,1,0,4,1,RM,Attchd,OldTown,Artery,Norm,TA,Fa,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,Unf,Unf,91300
4,1920,1950,0,720,720,720,0,0,4,1,C (all),Unknown,IDOTRR,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Abnorml,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Rec,Unf,34900
8,1992,1993,546,3228,3200,3228,2,1,10,3,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,BrkFace,BrkFace,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,430000
7,1925,1950,240,1133,1026,1820,1,0,8,2,RL,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,Rec,Unf,184000
5,1967,2004,288,899,864,899,1,0,5,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,Gd,TA,Fin,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,130000
5,1958,1985,297,912,912,912,1,0,5,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Shed,Unknown,SBrkr,Fa,GasA,No,TA,TA,BLQ,LwQ,120000
6,1973,1973,264,672,672,1218,1,0,7,1,RM,Detchd,BrDale,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,113000
7,2005,2005,603,866,866,1768,2,0,7,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,226700
5,1965,1965,461,1214,1214,1214,2,0,6,1,RL,Detchd,Edwards,Feedr,Norm,TA,TA,TA,Fa,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,GLQ,140000
7,1959,1997,484,1801,1501,1801,2,2,6,2,RL,Attchd,Crawfor,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,TA,CompShg,BrkFace,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,289000
6,1974,1974,440,855,855,1322,2,1,6,2,RL,Attchd,NPkVill,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Fa,CompShg,Plywood,Brk Cmn,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Rec,147000
5,1952,1952,400,960,960,1960,2,0,10,2,RM,Detchd,OldTown,Artery,Norm,TA,TA,TA,TA,Unf,COD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,124500
8,1993,1994,471,1065,777,1911,2,1,8,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,215000
6,2009,2009,676,1218,1218,1218,2,0,4,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,208300
7,1928,2005,360,689,689,1378,2,1,7,2,RM,Detchd,OldTown,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Ex,Rec,Unf,161000
5,1959,1959,270,1041,1041,1041,1,0,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,124500
5,1951,2000,288,1363,1008,1363,1,2,6,1,RL,CarPort,NAmes,Norm,Norm,Gd,TA,TA,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,CBlock,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Rec,164900
7,2005,2006,474,1368,1368,1368,2,1,6,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,202665
5,1958,1958,624,864,864,864,2,0,5,1,RL,Detchd,NAmes,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,LwQ,129900
6,1983,1983,484,1080,1084,1080,2,0,5,1,RL,Attchd,Mitchel,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,Gd,ALQ,Unf,134000
5,1926,1950,200,789,768,789,1,0,5,1,RL,Detchd,Crawfor,Norm,Norm,TA,TA,TA,Po,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Fa,Grav,No,TA,TA,Unf,Unf,96500
10,2009,2009,900,2020,2006,2020,3,1,9,2,RL,Attchd,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,402861
6,1972,1972,583,1378,689,2119,2,1,7,2,RL,Attchd,NWAmes,Norm,Norm,TA,TA,TA,TA,RFn,COD,Abnorml,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,158000
7,1996,1997,889,1277,1264,2344,3,1,7,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,265000
6,1998,1998,546,882,794,1796,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,211000
7,1926,2004,282,1276,1276,2080,1,2,9,1,RL,Detchd,Crawfor,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,234000
4,1900,2000,0,694,0,1294,0,0,7,2,RL,Unknown,OldTown,Norm,Norm,TA,Unknown,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,TA,GasA,Unknown,Unknown,TA,Unknown,Unknown,106250
6,1957,1957,336,1244,1244,1244,1,2,6,1,RL,Attchd,NAmes,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Rec,Unf,150000
6,1947,1950,420,1004,1004,1664,2,2,7,2,RM,Detchd,BrkSide,Feedr,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,CemntBd,CmentBd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,159000
10,2007,2008,884,3138,3138,4676,3,1,11,3,RL,BuiltIn,Edwards,PosN,PosN,Ex,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,184750
7,1996,1997,834,1383,1379,2398,3,1,8,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,315750
7,2005,2005,453,1266,1257,1266,2,1,6,2,FV,Attchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,176000
5,1956,2000,252,928,928,928,1,0,4,1,RL,Attchd,NAmes,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,132000
9,2008,2008,858,1476,1452,2713,3,1,11,2,RL,Attchd,NridgHt,Norm,Norm,Ex,Ex,Ex,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,446261
4,1920,2002,0,605,528,605,0,0,5,1,RL,Unknown,Edwards,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,ALQ,Unf,86000
6,1957,1975,484,2515,2035,2515,2,2,9,3,RL,Attchd,Crawfor,Norm,Norm,Gd,TA,TA,TA,RFn,WD,Alloca,TA,CompShg,Wd Sdng,Stone,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,200624
6,1988,1989,600,1509,1461,1509,2,1,5,2,RL,Attchd,Timber,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Abnorml,Fa,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,175000
6,1920,1999,502,751,611,1362,2,0,6,2,RM,Detchd,BrkSide,RRNn,Feedr,TA,Fa,TA,TA,Fin,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,Mn,Fa,TA,Unf,Unf,128000
5,1955,2007,392,827,0,827,1,1,5,1,RL,Detchd,NAmes,Norm,Norm,TA,Unknown,TA,TA,Unf,WD,Normal,Po,CompShg,VinylSd,VinylSd,Slab,Unknown,Unknown,SBrkr,Ex,GasA,Unknown,Unknown,TA,Unknown,Unknown,107500
1,1946,1950,0,334,0,334,0,0,2,1,RL,Unknown,BrkSide,Norm,Norm,Fa,Unknown,Fa,Unknown,Unknown,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,Slab,Unknown,Unknown,FuseF,Fa,GasA,Unknown,Unknown,Fa,Unknown,Unknown,39300
8,2004,2004,403,707,707,1414,2,1,6,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,Gd,TA,Unf,Unf,178000
5,1910,1991,0,820,1117,1347,0,0,5,1,RL,Unknown,Edwards,Norm,Norm,TA,Gd,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,GLQ,Unf,107500
7,1998,1999,527,880,880,1724,2,0,8,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,188000
4,1972,1972,576,864,864,864,2,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,COD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,111250
5,1968,1968,336,1159,1051,1159,1,1,7,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Fa,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,158000
8,2001,2002,670,1601,1581,1601,2,1,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Shed,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,272000
9,2006,2006,765,1838,1838,1838,3,1,8,2,RL,Attchd,Timber,Norm,Norm,Ex,Ex,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,315000
8,2000,2000,648,997,969,2285,3,1,8,2,RL,BuiltIn,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,248000
7,1998,1999,583,1680,1650,1680,2,1,7,2,RL,Attchd,NWAmes,RRAn,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,LwQ,GLQ,213250
7,1998,1998,367,767,723,767,1,0,4,1,RH,Attchd,NAmes,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,LwQ,133000
7,2006,2006,426,664,654,1496,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,Gd,TA,GLQ,Unf,179665
7,1988,1988,786,1377,1204,2183,3,0,9,2,RL,Attchd,NWAmes,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,Gd,Gd,GLQ,LwQ,229000
6,1923,1950,440,915,1065,1635,2,1,6,1,RL,Detchd,BrkSide,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Gd,CompShg,BrkFace,Wd Sdng,BrkTil,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Rec,Unf,210000
5,1970,1970,624,768,768,768,2,0,5,1,RL,Detchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,Gd,ALQ,Unf,129500
5,1955,1995,720,825,825,825,2,0,4,1,RM,Detchd,OldTown,Feedr,RRNn,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,Gd,LwQ,Rec,125000
7,2003,2004,615,912,912,2094,2,1,8,2,FV,BuiltIn,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,263000
6,1977,1977,440,1069,1069,1069,2,0,4,2,RL,Attchd,NPkVill,Norm,Norm,TA,Gd,TA,TA,RFn,COD,Abnorml,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,140000
5,1957,1957,288,928,928,928,1,0,5,1,RM,Attchd,OldTown,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,BrkFace,BrkFace,CBlock,Unknown,Unknown,FuseA,Gd,GasA,No,TA,TA,Rec,Unf,112500
8,2006,2006,908,1717,1709,1717,3,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,255500
4,1949,2003,520,1126,0,1126,2,0,5,2,RL,Detchd,Edwards,Feedr,Norm,TA,Unknown,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Unknown,Unknown,TA,Unknown,Unknown,108000
7,2003,2004,871,1006,998,2046,3,1,8,2,RL,BuiltIn,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,284000
5,1922,1950,280,1048,993,1048,1,1,5,1,RM,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,Fa,TA,Unf,Unf,113000
5,1957,1957,299,1092,1092,1092,1,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,TA,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Rec,Unf,141000
4,1920,1950,570,897,637,1336,1,0,7,1,C (all),CarPort,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,COD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,Unf,108000
7,1996,1997,406,729,729,1446,2,1,6,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,175000
7,2003,2004,420,1557,1374,1557,2,1,7,2,RL,Attchd,Blmngtn,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,Unf,Unf,234000
5,1957,1996,528,1392,1392,1392,2,1,5,1,RL,Detchd,Sawyer,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,121500
5,1974,1975,418,1389,1389,1389,2,1,6,1,RL,Attchd,Mitchel,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,TA,ALQ,LwQ,170000
5,1940,1969,0,996,996,996,0,1,6,1,RL,Unknown,Edwards,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Gd,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,108000
6,1918,1950,396,1163,1163,1674,2,1,8,2,RL,Detchd,Edwards,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,Unf,Unf,185000
7,1992,2000,590,1166,1095,2295,2,1,9,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,268000
6,1915,1950,216,841,806,1647,1,0,6,1,RL,Detchd,SWISU,Norm,Norm,TA,Gd,Fa,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,FuseF,TA,GasA,No,TA,TA,Unf,Unf,128000
9,2005,2007,656,1134,1122,2504,3,1,11,2,RL,BuiltIn,StoneBr,Norm,Norm,Gd,Gd,Ex,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,TA,Unf,Unf,325000
7,2004,2004,532,1535,1517,1535,2,0,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,214000
8,1983,2009,612,1496,1496,2132,2,1,5,1,RL,BuiltIn,SawyerW,Norm,Norm,Gd,Gd,Gd,Gd,Fin,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,316600
5,1979,1979,600,943,943,943,2,2,4,1,RL,Detchd,NAmes,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,GLQ,Unf,135960
5,1965,1965,576,1728,1728,1728,2,0,10,2,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,LwQ,Unf,142600
